frame_index,n,candidate_pool_mean,candidate_pool_median,candidate_pool_q1,candidate_pool_q3,candidate_pool_iqr,candidate_pool_minimum,candidate_pool_maximum
1,2048,1.0453026847268143,1.0068736417435922,0.8136980819231195,1.215701119951351,0.40200303802823145,0.3729304919600225,2.536997799696915
2,2048,2.6267993202362447,2.602674011849084,2.2453455532495967,2.9784873660610476,0.7331418128114509,1.1957243966576658,4.658495783062926
3,2048,1.64748083631796,1.6120818638642778,1.4036935345432768,1.8534160217113256,0.44972248716804875,0.968163761752113,2.727559117072645
4,2048,2.731971379343248,2.7282923442191267,2.424743431623507,3.0195895363529175,0.5948461047294105,1.5909362008817742,4.124399207824427
5,2048,2.6982480716878747,2.7060625216144905,2.4769611570002126,2.9319720190586147,0.45501086205840213,1.7165146615434237,3.6292646176541132
6,2048,1.6964242106706493,1.5591281274004252,1.3051840819233997,2.0574623902010547,0.752278308277655,0.9977986947494727,3.5680451399546476
7,2048,1.8743117976484946,1.869707504278288,1.713602283768782,2.0122662710488393,0.29866398728005716,1.2898460206665638,2.6695855645472895
8,2048,2.9118400866829024,2.9170415835947994,2.697467265539329,3.1199380137103443,0.4224707481710155,1.9175876256921942,3.8412724141601897
9,2048,1.2975394623449565,1.225215587411252,1.1101689124195304,1.4161442219546774,0.30597530953514696,0.8589535702392297,3.125498003744437
10,2048,2.510908875788221,2.5036895847135945,2.2873840464727495,2.7193206119546645,0.43193656548191495,1.5677789354943605,3.5494276089645287
11,2048,1.3193427306022958,1.3222438814299977,1.2332394528459014,1.404977104557474,0.17173765171157251,0.9709942595018208,1.6729849285481773
12,2048,1.371774336067622,1.3630130803695806,1.2607529514493911,1.4761902483781022,0.21543729692871105,0.8974391590770706,1.88301252686247
13,2048,1.7421333960579704,1.730209517755577,1.567312493984492,1.896966220465061,0.329653726480569,1.1626068628296686,2.6553545536438388
14,2048,0.9783344509150101,0.9779423879656806,0.8377659576076585,1.1278575499208334,0.29009159231317494,0.450050969757137,1.6316763830292538
15,2048,2.1159088791517515,2.0897390272505314,1.8691862570966435,2.3582168728243693,0.48903061572772577,1.1547785169217306,3.2540279010999806
16,2048,2.9857504807513116,2.9843264560608755,2.8202903572815865,3.1490323048470206,0.32874194756543407,2.4251443414025333,3.5872895892476304
17,2048,1.4123330270568353,1.4111232835958294,1.3210883110500882,1.5100757895179489,0.18898747846786068,0.9393495098406363,1.9078124434511001
18,2048,0.5847386738625286,0.5619800556259497,0.5192524895063325,0.6319553463613948,0.11270285685506232,0.44114849407576373,1.0062890179811468
19,2048,1.380468778188215,1.406118973351492,1.227405303958248,1.5095841524118983,0.28217884845365027,0.8316337431271309,2.023469129912423
20,2048,4.103233076679006,4.073690525154893,3.7140947509438798,4.487992977181344,0.7738982262374643,2.603999209420076,5.612398719001895
21,2048,0.9450750630123081,0.9249715104863393,0.8695797972830575,1.008393176702022,0.13881337941896454,0.7569891470239105,1.4798855606426506
22,2048,2.4247666556063865,2.4271259700710264,2.2401325665919423,2.617298682447757,0.3771661158558146,1.5884143835255167,3.323466388446289
23,2048,0.8130022075810607,0.7979207565055335,0.7603696739756595,0.8513501727796186,0.09098049880395909,0.7027189175060238,1.1399654684919789
24,2048,0.5884590524161203,0.5488666221094587,0.4833205891500597,0.6557189980367519,0.17239840888669222,0.36895247554214045,1.333796182100623
25,2048,1.4819672640293329,1.4801787170006953,1.4164708769702297,1.5532461399002229,0.1367752629299932,1.1195210605815469,1.9171093942686495
26,2048,0.9334879062179802,0.8969714796419526,0.8159001789219001,0.993526890973014,0.1776267120511139,0.6863102789494585,2.794145950978061
27,2048,2.8967320352807677,2.8806587829607615,2.7264473608616653,3.053867658175351,0.3274202973136857,2.2730485316683624,3.5284268749188015
28,2048,1.6493818259669233,1.6496466945144732,1.5012835738950805,1.7948573993797712,0.2935738254846907,1.0054602454120676,2.460001949120746
29,2048,0.7591864541294416,0.707089022553465,0.6375321319986604,0.8000497089994391,0.16251757700077862,0.5185238079346602,1.7417343983970264
30,2048,3.377087081726723,3.383022858118384,3.049703385468471,3.67616657364127,0.6264631881727989,2.0629171009522564,5.194683776526465
31,2048,1.381090258332311,1.3806983903775807,1.2955121777836014,1.4711746438503703,0.17566246606676894,1.0024558471715903,1.7765536007788334
32,2048,1.034012012784592,0.9796599190428288,0.7597634043339128,1.257093767411215,0.4973303630773023,0.6106553929123166,2.0145921523824155
33,2048,1.154563517621889,1.128480125571345,1.063213557586433,1.2131039683325064,0.14989041074607345,0.7959409875062587,2.0117658177979307
34,2048,1.511672489825802,1.5078330912903992,1.4177187828503088,1.5992681405551659,0.18154935770485703,0.9784494986950091,2.1211801104596777
35,2048,0.8611803203852706,0.8201289115129828,0.75844943115427,0.9430170514134923,0.18456762025922235,0.6190792134687698,1.5114596467831862
36,2048,0.8011461399195343,0.8012955384259178,0.7555730927537558,0.8512055137737129,0.09563242101995706,0.5816929125115265,1.0323882417396173
37,2048,3.7633910815322205,3.8199616081511047,3.5039916849490873,4.052503402972081,0.5485117180229939,2.49231506135529,4.68161128865959
38,2048,2.5643583855789105,2.5580352051407584,2.3476404264644946,2.75113332803303,0.40349290156853534,1.8078059608674466,3.6880094910043133
39,2048,0.7865940767929481,0.7571121245417245,0.7044514194842479,0.8387670041362569,0.134315584652009,0.6201777725270131,1.314848267836958
40,2048,4.104175235032047,4.127344011489946,3.863923475954766,4.350578965530493,0.48665548957572735,2.8620483448211793,5.780875677851742
41,2048,2.098979270336603,2.0791942334595372,1.9340961679119297,2.242378280411727,0.3082821124997974,1.4466962877146652,3.1821139826079547
42,2048,2.00640011043937,2.003239767610566,1.8532238486838801,2.1563739325429374,0.3031500838590573,1.2005468784169668,2.863934525010405
43,2048,4.925665182975763,4.936065723418661,4.657214051060117,5.222141107925282,0.564927056865165,3.4521662422909354,6.769821539889652
44,2048,1.7330135426693232,1.7391926247470435,1.601749335775961,1.8690403294289002,0.2672909936529393,1.0908834306563386,2.4100420840834986
45,2048,1.1161954612992624,1.045093153287057,0.91417865294659,1.2434256628586609,0.3292470099120709,0.7174265819752889,2.4228355620262403
46,2048,2.637252839581241,2.663947365204706,2.450777185033351,2.8455053503273176,0.3947281652939667,1.4257288513148265,3.816181666645404
47,2048,3.6326946994681744,3.6251159910320174,3.459383200064823,3.8076427896161364,0.34825958955131364,2.7466918985260795,4.416093295464683
48,2048,1.0709603223536734,1.0365402010227365,0.9402954921135295,1.1634421960466192,0.22314670393308977,0.6910265145655452,2.189499880438922
49,2048,1.9330080656931177,1.948893114097713,1.7800640695317074,2.0824041204169896,0.30234005088528226,1.16300625642575,2.746554131966273
50,2048,1.4063560613231831,1.3180380962613523,1.2011615874089268,1.4943754125653244,0.2932138251563976,0.9969906832257704,3.156936568422289
51,2048,0.8408685862568935,0.8278884388316039,0.7855033025480326,0.8836844540109783,0.0981811514629457,0.7221449346420785,1.2062866851670868
52,2048,1.4709675269279565,1.4578171117728216,1.310920978160107,1.6336206265249786,0.32269964836487164,0.8537560340490822,2.317899049029512
53,2048,1.2488866598614816,1.2521169713418638,1.151350827765496,1.3347185657681173,0.1833677380026213,0.8908548378841926,1.7291817127388796
54,2048,1.4335596711289147,1.3820518496193017,1.2555805523006716,1.553902856164587,0.29832230386391534,1.0515251389129026,2.763606061204269
55,2048,0.5954865800802809,0.5789331347258581,0.5258315222138548,0.6489362854565419,0.12310476324268715,0.38663878379497285,1.0725192955747915
56,2048,1.728480820551964,1.7228029633465227,1.6238256599363776,1.8239261078461686,0.20010044790979098,1.2891148579412435,2.3343368936311757
57,2048,1.0740978131620325,1.0408976642640966,0.9539725336245295,1.1523538536485354,0.19838132002400588,0.7508504211062041,1.8890409045851169
58,2048,3.158098233400197,3.1691195913601784,2.9827873373366494,3.3647603779245427,0.3819730405878934,1.9748468548541818,3.895110294137304
59,2048,1.440960469292199,1.44005100447099,1.2759799042241597,1.5948412288303806,0.31886132460622085,0.7982277084157534,2.3987793000068685
60,2048,2.7937150074552273,2.7988392588944917,2.6048760034281035,2.9946173869840043,0.3897413835559007,2.031064030789698,3.7199994775976144
61,2048,1.0062394856366976,0.9626079986885134,0.854386469339605,1.1178893595413903,0.2635028902017853,0.6406864952272817,2.00952691134183
62,2048,3.2127467790171513,3.246059391388969,2.898598803545277,3.4997078918192495,0.6011090882739722,2.2610362084832163,4.342275168507054
63,2048,1.74051038122048,1.7300677301642473,1.6025718468029937,1.8684534196727636,0.2658815728697699,1.2629122021395047,2.3126468824350552
64,2048,1.3941297276076527,1.3857426538751767,1.273857911388372,1.5124646850667112,0.23860677367833927,1.0000755401431527,1.8852640625847996
65,2048,1.6882102433996318,1.6898257912190862,1.5466450736025579,1.823208865563242,0.27656379196068404,1.1797473305038275,2.2459849732324404
66,2048,1.7563593197413556,1.741670672087051,1.6243710763957906,1.8832584740251563,0.25888739762936575,1.2122388073815067,2.3851511566306565
67,2048,1.7604004876538553,1.7362395424861918,1.4670083053667873,2.054624275977675,0.5876159706108877,0.878472504842099,2.9731877687542942
68,2048,2.390712584435171,2.389781233256825,2.208174273771891,2.571005504260222,0.362831230488331,1.6546301573646416,3.173017592379024
69,2048,3.2078621303391155,3.192589877702967,2.86785735293193,3.51584521455701,0.6479878616250803,1.923779475102594,5.07211164316426
70,2048,1.5829213695436766,1.5456970571021178,1.3527544239500977,1.7987121229441811,0.44595769899408344,0.8889519786167948,2.843827241791373
71,2048,0.8208955755661421,0.8033071783591188,0.6950852500032814,0.9318041157977389,0.23671886579445756,0.5049976592640315,1.4005275583250631
72,2048,2.0144039268385825,1.9971445389184797,1.8804092064591889,2.1314499167384673,0.25104071027927843,1.5612317295662503,2.6366269783083376
73,2048,2.811204901799602,2.8794750725606306,2.4976726895666044,3.1128537132872482,0.6151810237206439,1.7079332851943614,3.761434111801935
74,2048,0.6151078888974083,0.595224394782536,0.5516867155255472,0.6515633363277497,0.0998766208022025,0.4422942984063263,1.1899415809330691
75,2048,1.8337994706472007,1.8303924982588873,1.7092265346778164,1.9440538888807164,0.23482735420290002,1.3705050995651116,2.503152856718825
76,2048,1.2484472299915108,1.2113576835092883,1.1418943609335717,1.2959406521122088,0.1540462911786371,0.8951465268301063,2.0568261921927284
77,2048,1.064052912335102,1.056823816566188,0.9435128296025743,1.1794129647508211,0.23590013514824681,0.6176501108251315,1.6423668000247376
78,2048,1.6667382959013843,1.6519462458653287,1.502030843701821,1.8244656771504137,0.3224348334485927,1.1599924126287124,2.264351926947997
79,2048,2.113126126592088,2.1156463965616696,1.9731871605563924,2.2498084185847493,0.2766212580283569,1.496658046369764,2.7364935985574235
80,2048,2.432526568168473,2.418599896077313,2.2332056561757536,2.646417347683896,0.4132116915081423,1.6000275265201531,3.3839000632487646
81,2048,1.8979878722198018,1.9027659929377059,1.7371216195340988,2.0596170831607044,0.3224954636266055,1.3337241804318114,2.449310065982501
82,2048,1.2802571042318436,1.2852612303582445,1.166723542314321,1.3846385056125075,0.2179149632981865,0.8622002584646004,1.740249838922173
83,2048,1.8036077256373968,1.9765632689176158,1.4960371081490027,2.177972636015499,0.6819355278664962,0.5292756841982861,2.9271811520262947
84,2048,3.5321124851023193,3.500883323848325,3.220908077357187,3.8091715082108744,0.5882634308536874,2.065350256484291,5.525708050793566
85,2048,2.833904985698476,2.8373064235109906,2.665346921081447,3.0182922037511193,0.3529452826696722,1.9759005906003357,3.4517970657303794
86,2048,1.7933913362456342,1.8084169475566956,1.688135556888705,1.8874379959129715,0.19930243902426636,1.3541193289060363,2.2111295025415916
87,2048,0.6588555089537732,0.6319483703511333,0.5850426034218421,0.7104108948665586,0.1253682914447165,0.4803713180817473,1.3344328576568143
88,2048,0.9106514885074342,0.9049469648600852,0.8162983746133781,1.0023462285533198,0.18604785393994172,0.5979434681597832,1.361007160748058
89,2048,1.0124268091728095,0.9951796003947408,0.9013747867226518,1.107334479154767,0.2059596924321152,0.7146237343000851,1.5858744034943097
90,2048,0.908030258184113,0.8799103831161594,0.7987477791869124,0.9919525434560806,0.19320476426916822,0.6611029067308404,1.591906448435568
91,2048,3.1605162545696714,3.1667865427199047,2.97094376443758,3.3581872945680713,0.3872435301304913,2.162467164396055,4.074328039775191
92,2048,2.817134769044434,2.8026921161864413,2.5916365890710225,3.024302334411358,0.43266574534033575,1.8798869995348242,3.947605882197413
93,2048,0.5303172290824887,0.5108817906877793,0.46995950012575155,0.5685323225734612,0.09857282244770965,0.4182458103434291,1.0270783708314986
94,2048,1.3680741292722196,1.3556346328723048,1.2591120449236097,1.4624435973473273,0.2033315524237176,0.9585688754163534,1.9229005091458085
95,2048,1.48007682293548,1.469589061238516,1.3743288472219393,1.5914267822373518,0.21709793501541252,0.985729875189456,1.9793398336625636
96,2048,1.6055911908725888,1.5964806677792471,1.4847323060314568,1.713658286087095,0.22892598005563825,1.1419049217229218,2.265316570172169
97,2048,1.3626826074865286,1.3505997588495693,1.185004176913999,1.531110889584002,0.34610671267000304,0.5754920125530035,2.4221312769273986
98,2048,0.6947599899264272,0.6833070838381889,0.6049763107530174,0.7772296542005706,0.17225334344755316,0.43024914521920216,1.0889651215425735
99,2048,1.459110250393092,1.4633998066391658,1.335560987798658,1.5677807364572658,0.23221974865860773,1.004261101078219,2.1384031905181136
100,2048,1.412028479431866,1.3478941755612992,1.0260898033432058,1.7715073220844855,0.7454175187412797,0.6477276417794329,2.6509084477528697
101,2048,3.107763915037463,3.1932401818696166,2.77760962439835,3.4897473731963533,0.7121377487980034,0.6064451723393334,5.15082854415658
102,2048,2.468872490664672,2.475788187278808,2.2997987802636413,2.65499343488229,0.35519465461864863,1.5533457923719833,3.3360479246295753
103,2048,1.2689293290321841,1.2106857302447742,1.139644868053921,1.360148165258923,0.22050329720500184,0.9933058240910251,2.0294417935345166
104,2048,3.3530495399763343,3.3953816796401357,3.173539852617207,3.529218573156033,0.3556787205388261,2.4687583379232083,4.019455651814665
105,2048,2.4390802127638906,2.4535878493569885,2.216166204821066,2.65530307854967,0.43913687372860366,1.4816532060743668,3.558379659586943
106,2048,2.5241446051869936,2.511939367961938,2.2359262317853306,2.7904661311390457,0.5545398993537152,1.4161928353183948,4.110609826875428
107,2048,0.8171284492243684,0.7984195037210384,0.7515417891511015,0.86260739185043,0.11106560269932853,0.6816437526449457,1.3604865906750878
108,2048,1.040530381581477,1.0319664388686518,0.9461024260757627,1.1258270635664178,0.17972463749065515,0.6684452500426709,1.6073074418308642
109,2048,0.7871469846312014,0.7698127341616492,0.6911500228547179,0.8586355670568222,0.16748554420210426,0.5340872752937659,1.3467609004496413
110,2048,0.977935762937012,0.9479525697509755,0.7849043080414799,1.1301616025114916,0.34525729447001163,0.5521734647616923,1.8548379549748204
111,2048,2.8742477494510625,2.861507993325875,2.7130863818682918,3.040061017368794,0.3269746355005023,2.30368557839653,3.508757577245992
112,2048,1.461802432379927,1.450173145779493,1.295077912540302,1.6097312886540645,0.31465337611376243,0.789406929823387,2.2985793495351854
113,2048,2.3466771707586607,2.330268375699057,2.1802239720451735,2.5104116747424534,0.33018770269727993,1.6551884572578182,3.6435042986169743
114,2048,2.3708175517379253,2.359211887266781,2.156333511694044,2.5479245074660137,0.39159099577196965,1.5233724407328837,3.976570293407269
115,2048,3.491387460684168,3.479107937149618,3.205456837985688,3.7823999234261727,0.5769430854404849,2.0110744092397335,5.10542251582714
116,2048,2.0212805276327033,2.002809361102938,1.7639863239335456,2.292010372774088,0.5280240488405423,0.756416035458354,3.65555782401623
117,2048,0.6588764412109656,0.6237353638312506,0.5370463363493698,0.7295372627495346,0.19249092640016474,0.3731298370987829,1.9722861703988956
118,2048,0.5701208298228242,0.5370532580171449,0.44387950934633524,0.6540716606124398,0.21019215126610458,0.30177572726816754,1.718747135522275
119,2048,3.350111118392466,3.350503458450025,3.1718792213623135,3.574375551034352,0.4024963296720383,2.3452523165668486,4.361451985230449
120,2048,1.6934949059648943,1.7018073304689816,1.472838850405958,1.9139779445057448,0.4411390940997868,0.8964799119554802,2.591529690659119
121,2048,0.876412256552688,0.852182069303717,0.7787061617591067,0.9436414150797674,0.16493525332066072,0.677278025889615,1.6183943191546972
122,2048,2.0666921842731445,2.0628257214096086,1.897591142458764,2.22519309973712,0.32760195727835595,1.3946721730077563,2.8325263659141093
123,2048,1.1302337733163692,1.1309867526410784,1.022520827256312,1.2310891304676763,0.20856830321136433,0.7696023546252291,1.643672511750433
124,2048,1.0074784541885746,0.9663490229287346,0.9205431697695292,1.0572042175894274,0.13666104781989818,0.8123249723333412,1.9905560056133287
125,2048,0.6853390054452504,0.6687535131110567,0.6304758718599626,0.7188585307190499,0.08838265885908736,0.5590108952309925,1.1162812112823832
126,2048,2.242079400843067,2.2309799330421543,2.0826927435394254,2.405954846642382,0.32326210310295656,1.6094147895849642,3.0870604820158665
127,2048,2.205067254624418,2.2092433403124483,2.064086474658795,2.346137720010648,0.2820512453518531,1.4699584864971769,2.9192101713971272
128,2048,1.8970093328066668,1.8354293803569024,1.7321870845386695,1.986287312509785,0.25410022797111553,1.538885627409829,4.059244938128569
129,2048,0.7808801870508797,0.7593394357575357,0.6746704192742045,0.8655969501817221,0.19092653090751766,0.47170001124514127,1.492856891830636
130,2048,2.6670696472541273,2.6427016722984566,2.3136609955214444,2.9872589650014407,0.6735979694799963,1.3777720363432804,4.2938338282640025
131,2048,0.5660493373344518,0.5634928348385682,0.4892248834310551,0.6412632163895199,0.1520383329584648,0.29253212791948563,0.9056716437385853
132,2048,0.6708821726772467,0.6384981269959443,0.5903239856340456,0.7170253907481519,0.1267014051141062,0.521771288826001,1.1377474815438882
133,2048,1.2864298203210436,1.2781620396775322,1.1674154692002472,1.3980410830707832,0.23062561387053604,0.8560708746445843,1.9351838473352705
134,2048,0.977629066364204,0.9879209267107107,0.890516142485736,1.0660333926438983,0.17551725015816233,0.6862097007409291,1.3551898423259496
135,2048,1.1193282336872854,1.0700771869646033,0.8973654277630894,1.2835774692662127,0.3862120415031234,0.6507178354752121,2.529128771258334
136,2048,3.3680456178378857,3.357568520984498,3.131025750319939,3.6087986994765804,0.4777729491566416,2.512244175005343,4.210771587475635
137,2048,1.1370388096219226,1.078968574570911,1.002003787644689,1.1984790564304793,0.19647526878579025,0.8380528214704126,2.487814149697387
138,2048,1.9406902281502323,1.921816517552898,1.7667519134965248,2.111049960022862,0.3442980465263372,1.1188291134884225,2.8580461064263702
139,2048,0.9308090092706808,0.896169006473079,0.7900128529820306,1.0616145166528799,0.27160166367084926,0.543413306109287,1.866089570387818
140,2048,0.7598837783140608,0.7371588654279666,0.6643728113035504,0.8223365766497079,0.15796376534615753,0.5403935697858888,1.5832912455263817
141,2048,2.172936010504217,2.172528722474366,1.9850659389294867,2.366091434284478,0.3810254953549914,1.2944616733230228,3.0828052847533702
142,2048,2.658370822402685,2.640235358154018,2.562367977847996,2.745549333489179,0.18318135564118299,2.281655602221921,3.1129157527497258
143,2048,1.306251799155115,1.2601509217972988,1.1636898703943857,1.3967202533393246,0.23303038294493894,0.8929884905949477,2.741429381508469
144,2048,2.5242692410202583,2.467552533209581,2.297519893017137,2.726469475391735,0.4289495823745981,1.8311168314097839,3.3967895599811087
145,2048,3.706122880469559,3.6881866117915223,3.424534209811538,3.969658201041058,0.54512399122952,2.5282550426378427,5.477042628133884
146,2048,2.6478700740106955,2.6188168675728067,2.382558867745441,2.851750490644393,0.46919162289895233,1.7063553534444122,4.335670253163358
147,2048,0.6818788755837741,0.6759881362371618,0.6557025290437571,0.7006791334790347,0.04497660443527751,0.6135461397312175,0.9183034452275108
148,2048,1.3480794431158523,1.345709011434649,1.2381671325883394,1.455321270683116,0.21715413809477657,0.9485634135288947,1.8130405044419295
149,2048,3.0619783955920665,3.069320401137633,2.8427128913932647,3.277559333416963,0.4348464420236984,2.143812182822573,4.078198881535304
150,2048,1.8309913548521535,1.8228969844773588,1.7030378921607119,1.9522084540920348,0.24917056193132292,1.287019713622808,2.508484235691811
