frame_index,historical_host_id,high_support_distance,low_support_distance,support_gap,gap_ge_0_040,gap_ge_0_060
1,462,0.05844736099243164,0.195534348487854,0.13708698749542236,True,True
2,463,0.04615122079849243,0.1948697566986084,0.14871853590011597,True,True
3,464,0.185744047164917,0.2989236116409302,0.11317956447601318,True,True
4,466,0.08580148220062256,0.2728755474090576,0.18707406520843506,True,True
5,467,0.1456548571586609,0.2061256766319275,0.0604708194732666,True,True
6,468,0.116671621799469,0.26829755306243896,0.15162593126296997,True,True
7,507,0.046339571475982666,0.12187075614929199,0.07553118467330933,True,True
8,559,0.04507797956466675,0.11193805932998657,0.06686007976531982,True,True
9,561,0.04907941818237305,0.29413342475891113,0.24505400657653809,True,True
10,586,0.06446129083633423,0.19694936275482178,0.13248807191848755,True,True
11,588,0.061957359313964844,0.16343581676483154,0.1014784574508667,True,True
12,589,0.060649991035461426,0.14647555351257324,0.08582556247711182,True,True
13,590,0.07331693172454834,0.1989537477493286,0.12563681602478027,True,True
14,591,0.08123016357421875,0.13263845443725586,0.05140829086303711,True,False
15,592,0.05725419521331787,0.0893247127532959,0.03207051753997803,False,False
16,593,0.0666658878326416,0.09718245267868042,0.03051656484603882,False,False
17,594,0.07833874225616455,0.09260618686676025,0.014267444610595703,False,False
18,596,0.05194658041000366,0.12049120664596558,0.06854462623596191,True,True
19,597,0.05500185489654541,0.09055209159851074,0.03555023670196533,False,False
20,598,0.06944286823272705,0.18458044528961182,0.11513757705688477,True,True
21,599,0.07500016689300537,0.1926136612892151,0.11761349439620972,True,True
22,600,0.0613781213760376,0.07304501533508301,0.01166689395904541,False,False
23,601,0.03383743762969971,0.12367969751358032,0.08984225988388062,True,True
24,603,0.07496678829193115,0.14918982982635498,0.07422304153442383,True,True
25,605,0.10998314619064331,0.15161579847335815,0.041632652282714844,True,False
26,607,0.05430173873901367,0.08651977777481079,0.03221803903579712,False,False
27,608,0.11320126056671143,0.14213335514068604,0.02893209457397461,False,False
28,609,0.12998151779174805,0.17883902788162231,0.04885751008987427,True,False
29,610,0.07618105411529541,0.17822420597076416,0.10204315185546875,True,True
30,611,0.11845177412033081,0.21122610569000244,0.09277433156967163,True,True
31,612,0.05829966068267822,0.06875967979431152,0.0104600191116333,False,False
32,613,0.06426584720611572,0.15788030624389648,0.09361445903778076,True,True
33,614,0.15983283519744873,0.26715755462646484,0.10732471942901611,True,True
34,615,0.07813131809234619,0.13429361581802368,0.05616229772567749,True,False
35,616,0.11152482032775879,0.17785418033599854,0.06632936000823975,True,True
36,617,0.09990298748016357,0.15799593925476074,0.05809295177459717,True,False
37,618,0.0924079418182373,0.1304958462715149,0.03808790445327759,False,False
38,622,0.04774218797683716,0.14568448066711426,0.0979422926902771,True,True
39,624,0.06877189874649048,0.22326385974884033,0.15449196100234985,True,True
40,625,0.11262965202331543,0.15699440240859985,0.044364750385284424,True,False
41,627,0.07826834917068481,0.13583028316497803,0.05756193399429321,True,False
42,628,0.06533163785934448,0.12239062786102295,0.05705899000167847,True,False
43,629,0.04620999097824097,0.06351816654205322,0.017308175563812256,False,False
44,630,0.06635260581970215,0.20122092962265015,0.134868323802948,True,True
45,631,0.099742591381073,0.11613547801971436,0.016392886638641357,False,False
46,632,0.04484248161315918,0.10783398151397705,0.06299149990081787,True,True
47,633,0.06188368797302246,0.16047173738479614,0.09858804941177368,True,True
48,634,0.052073895931243896,0.21702158451080322,0.16494768857955933,True,True
49,636,0.06809389591217041,0.11069381237030029,0.04259991645812988,True,False
50,637,0.0671844482421875,0.17831683158874512,0.11113238334655762,True,True
51,638,0.10797619819641113,0.2224806547164917,0.11450445652008057,True,True
52,639,0.08039474487304688,0.1544724702835083,0.07407772541046143,True,True
53,640,0.04085642099380493,0.08581113815307617,0.04495471715927124,True,False
54,641,0.046785831451416016,0.2384634017944336,0.19167757034301758,True,True
55,642,0.10370898246765137,0.27384984493255615,0.17014086246490479,True,True
56,643,0.06963878870010376,0.25304079055786133,0.18340200185775757,True,True
57,644,0.09387373924255371,0.11978602409362793,0.02591228485107422,False,False
58,648,0.040854454040527344,0.05039560794830322,0.009541153907775879,False,False
59,649,0.11525630950927734,0.17048251628875732,0.05522620677947998,True,False
60,650,0.05585247278213501,0.11687922477722168,0.06102675199508667,True,True
61,651,0.047591567039489746,0.28452301025390625,0.2369314432144165,True,True
62,652,0.1040918231010437,0.1943301558494568,0.09023833274841309,True,True
63,653,0.05514436960220337,0.08049869537353516,0.025354325771331787,False,False
64,654,0.046065330505371094,0.18635940551757812,0.14029407501220703,True,True
65,655,0.10793101787567139,0.14703577756881714,0.03910475969314575,False,False
66,656,0.07577919960021973,0.1564502716064453,0.08067107200622559,True,True
67,657,0.057000696659088135,0.07618522644042969,0.019184529781341553,False,False
68,658,0.04303628206253052,0.16281461715698242,0.1197783350944519,True,True
69,659,0.06238973140716553,0.1783841848373413,0.11599445343017578,True,True
70,660,0.06590783596038818,0.16891205310821533,0.10300421714782715,True,True
71,662,0.08671921491622925,0.11522090435028076,0.028501689434051514,False,False
72,663,0.09480607509613037,0.1352529525756836,0.04044687747955322,True,False
73,664,0.1273837685585022,0.24902963638305664,0.12164586782455444,True,True
74,665,0.05116373300552368,0.09835624694824219,0.047192513942718506,True,False
75,666,0.0895315408706665,0.1532164216041565,0.06368488073348999,True,True
76,667,0.07075786590576172,0.07746672630310059,0.006708860397338867,False,False
77,668,0.05625295639038086,0.1818091869354248,0.12555623054504395,True,True
78,669,0.07933437824249268,0.10828852653503418,0.028954148292541504,False,False
79,670,0.05209612846374512,0.08580315113067627,0.03370702266693115,False,False
80,671,0.06396567821502686,0.10404306650161743,0.040077388286590576,True,False
81,672,0.07413089275360107,0.12520748376846313,0.05107659101486206,True,False
82,673,0.058271050453186035,0.10939770936965942,0.05112665891647339,True,False
83,674,0.08065176010131836,0.17912864685058594,0.09847688674926758,True,True
84,675,0.13634634017944336,0.23621463775634766,0.0998682975769043,True,True
85,676,0.07429379224777222,0.10207384824752808,0.02778005599975586,False,False
86,677,0.04806786775588989,0.12150037288665771,0.07343250513076782,True,True
87,678,0.10143357515335083,0.20891952514648438,0.10748594999313354,True,True
88,680,0.06199288368225098,0.1378326416015625,0.07583975791931152,True,True
89,681,0.05559742450714111,0.09432035684585571,0.0387229323387146,False,False
90,682,0.06871283054351807,0.19387203454971313,0.12515920400619507,True,True
91,683,0.06951624155044556,0.12628251314163208,0.05676627159118652,True,False
92,684,0.0625656247138977,0.10447895526885986,0.04191333055496216,True,False
93,685,0.06251996755599976,0.12414395809173584,0.061623990535736084,True,True
94,686,0.05326950550079346,0.11899495124816895,0.06572544574737549,True,True
95,687,0.06932497024536133,0.17404556274414062,0.1047205924987793,True,True
96,688,0.05031311511993408,0.14354050159454346,0.09322738647460938,True,True
97,689,0.06800812482833862,0.14433526992797852,0.07632714509963989,True,True
98,690,0.062260985374450684,0.1185227632522583,0.05626177787780762,True,False
99,691,0.05075037479400635,0.13423961400985718,0.08348923921585083,True,True
100,692,0.04757487773895264,0.13308799266815186,0.08551311492919922,True,True
101,693,0.0584944486618042,0.15032505989074707,0.09183061122894287,True,True
102,694,0.03793990612030029,0.19746124744415283,0.15952134132385254,True,True
103,695,0.07756149768829346,0.18576568365097046,0.108204185962677,True,True
104,696,0.07255947589874268,0.14618206024169922,0.07362258434295654,True,True
105,697,0.07442224025726318,0.163288414478302,0.08886617422103882,True,True
106,698,0.07654303312301636,0.14540135860443115,0.0688583254814148,True,True
107,724,0.047063350677490234,0.24362468719482422,0.19656133651733398,True,True
108,725,0.12823486328125,0.22770363092422485,0.09946876764297485,True,True
109,726,0.05641472339630127,0.22764402627944946,0.1712293028831482,True,True
110,783,0.07508385181427002,0.24145162105560303,0.166367769241333,True,True
111,784,0.10049879550933838,0.12027347087860107,0.019774675369262695,False,False
112,785,0.033316612243652344,0.057125210762023926,0.023808598518371582,False,False
113,786,0.05686604976654053,0.07777595520019531,0.020909905433654785,False,False
114,787,0.0404050350189209,0.07398486137390137,0.03357982635498047,False,False
115,788,0.04066181182861328,0.0763668417930603,0.03570502996444702,False,False
116,789,0.047230064868927,0.17156749963760376,0.12433743476867676,True,True
117,790,0.07422912120819092,0.2400607466697693,0.16583162546157837,True,True
118,791,0.026202619075775146,0.21754640340805054,0.1913437843322754,True,True
119,792,0.12260597944259644,0.17513513565063477,0.05252915620803833,True,False
120,793,0.06981384754180908,0.10958164930343628,0.0397678017616272,False,False
121,794,0.12419402599334717,0.20757973194122314,0.08338570594787598,True,True
122,812,0.028406977653503418,0.1562860608100891,0.1278790831565857,True,True
123,816,0.1622985601425171,0.19703751802444458,0.03473895788192749,False,False
124,817,0.05598247051239014,0.16484975814819336,0.10886728763580322,True,True
125,818,0.16955864429473877,0.23287075757980347,0.0633121132850647,True,True
126,1075,0.1743255853652954,0.23793572187423706,0.06361013650894165,True,True
127,1076,0.05039346218109131,0.11163097620010376,0.06123751401901245,True,True
128,1079,0.04524791240692139,0.11445438861846924,0.06920647621154785,True,True
129,1080,0.12550020217895508,0.23191851377487183,0.10641831159591675,True,True
130,1081,0.1249006986618042,0.24608290195465088,0.12118220329284668,True,True
131,1082,0.10058599710464478,0.1753002405166626,0.07471424341201782,True,True
132,1083,0.050933837890625,0.22344952821731567,0.17251569032669067,True,True
133,1084,0.07093727588653564,0.19569605588912964,0.124758780002594,True,True
