dataset,metric_family,metric,seed,delta_head_1e-4,delta_full_1e-4,did_1e-4,delta_head_2e-4,delta_full_2e-4,did_2e-4,marginal_did,three_way,lrmod_head,lrmod_full
xview_test,vessel,ap50_95,20260723,0.0027745306036225104,-0.003125413646172158,0.005899944249794668,0.004911658421175774,-0.017011882288602564,0.02192354070977834,0.013911742479786503,0.01602359645998367,0.0021371278175532638,-0.013886468642430407
xview_test,vessel,ap50_95,20260724,0.004741390516862037,-0.0023870965871307173,0.007128487103992755,0.004639550231112767,-0.005267979365506208,0.009907529596618975,0.008518008350305865,0.00277904249262622,-0.00010184028574927034,-0.0028808827783754903
xview_test,vessel,ap50_95,20260725,0.00610031213057359,-0.018566662230438506,0.024666974361012096,0.005335848201220322,-0.0009609063039858826,0.006296754505206205,0.01548186443310915,-0.01837021985580589,-0.0007644639293532679,0.017605755926452624
xview_test,vessel,ap50_95,20260726,0.006197042319190424,-0.005388304623477239,0.011585346942667663,0.0069591528864653,-0.006498936449771488,0.013458089336236788,0.012521718139452225,0.0018727423935691254,0.0007621105672748762,-0.0011106318262942491
xview_test,vessel,ap50_95,20260727,0.006269436835832379,-0.009057266320900176,0.015326703156732555,0.006990412789608949,-0.001297504977851388,0.008287917767460337,0.011807310462096446,-0.007038785389272217,0.0007209759537765703,0.007759761343048788
xview_test,vessel,ap50_95,20260728,0.004762002750109809,-0.010590430416472826,0.015352433166582635,0.005946804108569348,-0.0034421220943169767,0.009388926202886325,0.01237067968473448,-0.005963506963696311,0.001184801358459539,0.00714830832215585
xview_test,vessel,ap50_95,20260729,0.0035823022435213236,-0.0010246420524399683,0.004606944295961292,0.005213859705903656,0.0015143868173113431,0.003699472888592313,0.0041532085922768025,-0.0009074714073689788,0.0016315574623823326,0.0025390288697513114
xview_test,vessel,ap50_95,20260730,0.008231049085143508,-0.007736470017416543,0.01596751910256005,0.00654008768316975,-0.0046420742272236665,0.011182161910393416,0.013574840506476733,-0.004785357192166634,-0.0016909614019737576,0.003094395790192876
xview_test,vessel,ap50_95,20260731,0.008485900015955491,-0.008230296324309987,0.016716196340265478,0.012527678380773927,-0.009594860031388444,0.02212253841216237,0.019419367376213924,0.005406342071896893,0.004041778364818435,-0.0013645637070784575
xview_test,vessel,ap50_95,20260732,0.004740698068023574,-0.012706642350158094,0.01744734041818167,0.008120460440190741,-0.003858398650652156,0.011978859090842897,0.014713099754512283,-0.005468481327338771,0.0033797623721671666,0.008848243699505938
xview_test,vessel,ap50,20260723,0.011125640032803585,-0.0017505604065449765,0.012876200439348562,0.007882525098295984,-0.04272744772714886,0.05060997282544484,0.0317430866323967,0.03773377238609628,-0.0032431149345076016,-0.04097688732060388
xview_test,vessel,ap50,20260724,0.007807028562641455,-0.023467280799391782,0.03127430936203324,0.011642487780339439,-0.02231320619653543,0.03395569397687487,0.03261500166945405,0.002681384614841631,0.003835459217697984,0.001154074602856353
xview_test,vessel,ap50,20260725,0.009122635838850285,-0.04448988801728308,0.05361252385613337,0.006760396478141306,-0.006948115444041697,0.013708511922183003,0.033660517889158185,-0.039904011933950365,-0.0023622393607089787,0.037541772573241386
xview_test,vessel,ap50,20260726,0.012248719005753195,-0.00716510762922741,0.019413826634980605,0.011383386282400543,-0.029561717976035018,0.04094510425843556,0.030179465446708083,0.021531277623454956,-0.000865332723352652,-0.022396610346807608
xview_test,vessel,ap50,20260727,0.010746562557322675,-0.01512667097271786,0.025873233530040535,0.010504435925910605,-0.00038461380231996634,0.010889049728230571,0.018381141629135553,-0.014984183801809964,-0.0002421266314120707,0.014742057170397893
xview_test,vessel,ap50,20260728,0.008609870486969762,-0.028261604969692128,0.03687147545666189,0.014077513005236741,-0.03312924071273715,0.04720675371797389,0.04203911458731789,0.010335278261312003,0.00546764251826698,-0.0048676357430450234
xview_test,vessel,ap50,20260729,0.004304239786496106,-0.019645889801536837,0.023950129588032942,0.00821453746092049,-0.006932074873571073,0.015146612334491563,0.019548370961262253,-0.00880351725354138,0.0039102976744243845,0.012713814927965764
xview_test,vessel,ap50,20260730,0.013590743777978725,-0.013563950849738188,0.027154694627716913,0.011729586458718966,-0.011323057277623422,0.023052643736342388,0.02510366918202965,-0.004102050891374526,-0.0018611573192597597,0.002240893572114766
xview_test,vessel,ap50,20260731,0.019038443286821582,-0.02746652230805241,0.04650496559487399,0.027910364905107454,-0.02004480619475521,0.047955171099862665,0.04723006834736833,0.001450205504988672,0.008871921618285872,0.0074217161132972
xview_test,vessel,ap50,20260732,0.005306481789863204,-0.0410163189261509,0.046322800716014106,0.008344838659453263,-0.010797364257801173,0.019142202917254436,0.03273250181663427,-0.02718059779875967,0.0030383568695900587,0.03021895466834973
xview_test,vessel,ap75,20260723,0.001836825327963268,-0.00667054253509005,0.008507367863053318,0.005351952398217036,-0.01342046262240493,0.018772415020621967,0.013639891441837642,0.010265047157568648,0.003515127070253768,-0.0067499200873148806
xview_test,vessel,ap75,20260724,0.0055955298275560394,0.0005504894763342719,0.005045040351221768,0.00231794170241624,0.0006503329897553228,0.0016676087126609174,0.0033563245319413425,-0.00337743163856085,-0.0032775881251397992,9.984351342105097e-05
xview_test,vessel,ap75,20260725,0.006769014529902216,-0.017149834000327734,0.02391884853022995,0.006376486085058988,0.005313563770835743,0.0010629223142232455,0.012490885422226598,-0.022855926216006704,-0.00039252844484322785,0.022463397771163476
xview_test,vessel,ap75,20260726,0.006657916310454266,-0.01084950099323962,0.017507417303693887,0.006286975933902532,0.0028649905917815105,0.0034219853421210214,0.010464701322907454,-0.014085431961572865,-0.0003709403765517344,0.013714491585021131
xview_test,vessel,ap75,20260727,0.0074394670825274345,-0.009185635070991238,0.016625102153518673,0.006832414090768041,-0.006117820289265372,0.012950234380033412,0.014787668266776043,-0.0036748677734852603,-0.0006070529917593936,0.0030678147817258666
xview_test,vessel,ap75,20260728,0.007884359651572151,-0.005382312527348214,0.013266672178920365,0.008177861646435886,0.006876673388528938,0.0013011882579069475,0.007283930218413656,-0.011965483921013417,0.00029350199486373463,0.012258985915877152
xview_test,vessel,ap75,20260729,0.0037144859152712303,0.011829672511897274,-0.008115186596626044,0.0035279528655614983,0.0016701076906979473,0.001857845174863551,-0.0031286707108812463,0.009973031771489595,-0.000186533049709732,-0.010159564821199327
xview_test,vessel,ap75,20260730,0.008089484701143991,-0.00902950627549167,0.017118990976635662,0.005499792085905633,-0.0010209085933505849,0.006520700679256218,0.01181984582794594,-0.010598290297379444,-0.002589692615238358,0.008008597682141086
xview_test,vessel,ap75,20260731,0.007208229964079993,-0.0005117896007027778,0.007720019564782771,0.008323227157631133,-0.0027717400550442556,0.011094967212675388,0.00940749338872908,0.0033749476478926177,0.00111499719355114,-0.002259950454341478
xview_test,vessel,ap75,20260732,0.004265963239320762,-0.008755241672522757,0.013021204911843519,0.007575173084728298,-0.0011958445918686805,0.008771017676596979,0.010896111294220249,-0.00425018723524654,0.003309209845407536,0.007559397080654076
xview_test,aggregate,ap50_95,20260723,-3.92963979701233e-05,-0.0016314366792598844,0.0015921402812897612,0.0005930886697092796,-0.0033332660641351985,0.003926354733844478,0.0027592475075671197,0.002334214452554717,0.0006323850676794029,-0.001701829384875314
xview_test,aggregate,ap50_95,20260724,0.0004350456291571658,-0.0011471646178364825,0.0015822102469936483,0.000793842635692682,-0.0017250664775017716,0.0025189091131944535,0.002050559680094051,0.0009366988662008052,0.00035879700653551616,-0.0005779018596652891
xview_test,aggregate,ap50_95,20260725,0.0007480459740512035,-0.0028690086410829707,0.0036170546151341743,0.0003408225179382385,-0.0008016566148021237,0.0011424791327403622,0.002379766873937268,-0.002474575482393812,-0.00040722345611296507,0.002067352026280847
xview_test,aggregate,ap50_95,20260726,0.0008873071687872935,-0.0010724196986456463,0.00195972686743294,0.001038264431671626,-0.00032903082058977073,0.0013672952522613968,0.0016635110598471683,-0.0005924316151715431,0.00015095726288433253,0.0007433888780558756
xview_test,aggregate,ap50_95,20260727,0.000882873759163072,-0.0029204413097927706,0.0038033150689558426,0.00105382343524138,-0.0018593779089670637,0.0029132013442084437,0.003358258206582143,-0.0008901137247473989,0.00017094967607830802,0.001061063400825707
xview_test,aggregate,ap50_95,20260728,0.00040490332152121056,-0.002727382069092371,0.0031322853906135817,0.0007475517350403471,0.0020196069408946887,-0.0012720552058543416,0.00093011509237962,-0.004404340596467923,0.00034264841351913655,0.00474698900998706
xview_test,aggregate,ap50_95,20260729,0.0004048643839006938,-0.0009372380049109952,0.001342102388811689,0.0006347071733016629,-0.00020940857331812335,0.0008441157466197863,0.0010931090677157376,-0.0004979866421919027,0.00022984278940096914,0.0007278294315928718
xview_test,aggregate,ap50_95,20260730,0.0014085221593838348,-0.0027416216529168036,0.0041501438123006384,0.0006886985278927726,-0.0010484745677663693,0.001737173095659142,0.00294365845397989,-0.0024129707166414965,-0.0007198236314910622,0.0016931470851504343
xview_test,aggregate,ap50_95,20260731,0.0013483184855767605,-0.0017739682652457012,0.0031222867508224617,0.002247299095268218,-0.0020172243260462575,0.004264523421314476,0.0036934050860684686,0.001142236670492014,0.0008989806096914577,-0.00024325606080055628
xview_test,aggregate,ap50_95,20260732,0.0004973799152500902,-0.0024591256556624475,0.0029565055709125376,0.0011069320613172062,-0.0008965006957637606,0.002003432757080967,0.002479969163996752,-0.0009530728138315708,0.000609552146067116,0.0015626249598986869
xview_test,aggregate,ap50,20260723,0.001270831227285385,-0.0017454570500037847,0.0030162882772891697,0.0008540245760459975,-0.008704065817081441,0.009558090393127439,0.006287189335208304,0.006541802115838269,-0.00041680665123938754,-0.006958608767077656
xview_test,aggregate,ap50,20260724,0.00037155932308086115,-0.004765110830158958,0.00513667015323982,0.0020914369342225902,-0.004606783368975187,0.006698220303197777,0.005917445228218798,0.0015615501499579576,0.001719877611141729,0.0001583274611837715
xview_test,aggregate,ap50,20260725,0.0007216490328511571,-0.007135887320822543,0.0078575363536737,9.166985462005783e-05,-0.0016116469571574865,0.0017033168117775443,0.004780426582725622,-0.006154219541896155,-0.0006299791782310993,0.005524240363665056
xview_test,aggregate,ap50,20260726,0.001535661547680034,-0.0018721080621419972,0.003407769609822031,0.0012871027320859874,-0.005695536779558308,0.006982639511644295,0.005195204560733163,0.003574869901822264,-0.0002485588155940466,-0.0038234287174163106
xview_test,aggregate,ap50,20260727,0.0017966087220918636,-0.004995940011896571,0.006792548733988435,0.0014900848087338048,-0.0028405896775014483,0.004330674486235253,0.005561611610111844,-0.002461874247753182,-0.00030652391335805884,0.002155350334395123
xview_test,aggregate,ap50,20260728,0.0006177765951900227,-0.006027517050747666,0.006645293645937689,0.0018740590753912323,-0.0025611587807507497,0.004435217856141982,0.005540255751039835,-0.002210075789795707,0.0012562824802012096,0.0034663582699969164
xview_test,aggregate,ap50,20260729,0.0001224213573413624,-0.004328466478042303,0.004450887835383666,0.0008280915628938179,-0.002000577395643577,0.0028286689585373948,0.00363977839696053,-0.0016222188768462709,0.0007056702055524555,0.0023278890823987264
xview_test,aggregate,ap50,20260730,0.002685377325614857,-0.004943853779881768,0.0076292311054966255,0.001455582025284563,-0.002340329097299143,0.003795911122583706,0.005712571114040166,-0.0038333199829129194,-0.0012297953003302942,0.0026035246825826253
xview_test,aggregate,ap50,20260731,0.0030449234936706926,-0.005324052357091269,0.008368975850761962,0.005444510453219531,-0.003431903141362047,0.008876413594581578,0.00862269472267177,0.0005074377438196165,0.0023995869595488384,0.001892149215729222
xview_test,aggregate,ap50,20260732,0.00024542120235859777,-0.007775551758502253,0.00802097296086085,0.0010862098243299423,-0.0024611082855363065,0.0035473181098662487,0.00578414553536355,-0.004473654850994602,0.0008407886219713445,0.005314443472965946
xview_test,aggregate,ap75,20260723,-0.00019167428854863222,-0.0027592984717246805,0.0025676241831760482,0.0010971545107115455,-0.004120620296375235,0.005217774807086781,0.0038926994951314145,0.0026501506239107325,0.0012888287992601777,-0.0013613218246505548
xview_test,aggregate,ap75,20260724,0.000839901934115872,-0.003786011572396053,0.004625913506511925,-0.00010809974137056255,-0.0027736568910431414,0.002665557149672579,0.003645735328092252,-0.001960356356839346,-0.0009480016754864345,0.0010123546813529116
